r	intercept	slope	subcl	all
CRC1824LMX0A02001TUMD03000V2.fit.0.05_0.5.r2:1	0.631112262394751	32.2070042569738	NA	316	467
CRC1824PRX0A02003TUMD03000V2.fit.0.05_0.5.r2:1	0.622355927690829	47.441336271276	NA	323	476
CRC2790LMX0A02001TUMD03000V2.fit.0.05_0.5.r2:1	0.705365017697664	19.517458527163	NA	205	323
CRC2790PRX0A02001TUMD03000V2.fit.0.05_0.5.r2:1	0.659767026573975	17.7577973308327	NA	189	314
CRC0053LMX0A02204TUMD07000V2.fit.0.1_0.15.r2:1	0.983642325391884	1.12176177556408	NA	3	206
CRC0053PRX0A01201TUMD05000V2.fit.0.1_0.15.r2:1	0.983570886674365	2.11710668500218	NA	4	213
CRC0065LMX0B02205TUMD02000V2.fit.0.1_0.15.r2:1	0.962965169920136	8.26887612448796	NA	20	481
CRC0065PRX0A01201TUMD03000V2.fit.0.1_0.15.r2:1	0.988065661575296	2.7678581075144	NA	10	394
CRC0071LMX0A02204TUMD09000V2.fit.0.1_0.15.r2:1	0.987259723598327	1.85193505436682	NA	6	266
CRC0071PRX0A01201TUMD06000V2.fit.0.1_0.15.r2:1	0.968976446361737	2.58675473418148	NA	8	241
CRC0094LMX0A02201TUMD05000V2.fit.0.1_0.15.r2:1	0.940393159671923	6.89164439718767	NA	18	370
CRC0094PRX0A01201TUMD06000V2.fit.0.1_0.15.r2:1	0.989969007705613	2.57599791802347	NA	5	203
CRC0333LMX0A02204TUMD07000V2.fit.0.1_0.15.r2:1	0.973706537989106	2.61093230426523	NA	9	373
CRC0333PRX0A01201TUMD07000V2.fit.0.1_0.15.r2:1	0.982932313809316	2.4156843741137	NA	6	313
CRC0440LMX0A02001TUMD08000V2.fit.0.1_0.15.r2:1	0.886675356346847	3.60677142307673	NA	8	369
CRC0440PRX0A01001TUMD12000V2.fit.0.1_0.15.r2:1	1	3.6	NA	1	57
CRC0449LMX0A01001TUMD08000V2.fit.0.1_0.15.r2:1	0.971867896802012	1.75003842625596	NA	6	198
CRC0449PRX0A01001TUMD11000V2.fit.0.1_0.15.r2:1	0.991807655286503	3.10310296629781	NA	11	274
CRC0468LMX0B02004TUMD07000V2.fit.0.1_0.15.r2:1	0.969196579349103	0.841896556382648	NA	2	237
CRC0468PRX0B01001TUMD08000V2.fit.0.1_0.15.r2:1	0.955139904495041	2.34267083675222	NA	9	272
CRC0481LMX0A02001TUMD08000V2.fit.0.1_0.15.r2:1	0.963419640837315	3.26332350927678	NA	8	186
CRC0481PRX0A01001TUMD08000V2.fit.0.1_0.15.r2:1	0.993510559192865	3.75997229805611	NA	13	192
CRC0498LMX0A02001TUMD08000V2.fit.0.1_0.15.r2:1	0.939584049452417	1.41601326164672	NA	6	296
CRC0498PRX0A01001TUMD08000V2.fit.0.1_0.15.r2:1	0.966083852773498	4.49676307700135	NA	13	301
CRC0549LMX0B02004TUMD10000V2.fit.0.1_0.15.r2:1	0.99667085767628	10.8432346021319	NA	35	313
CRC0549PRX0A02004TUMD08000V2.fit.0.1_0.15.r2:1	0.907517522558672	2.26496898023732	NA	5	82
CRC0740LMX0A02001TUMD08000V2.fit.0.1_0.15.r2:1	0.982663988742601	3.38356395342459	NA	11	241
CRC0740PRX0A02001TUMD08000V2.fit.0.1_0.15.r2:1	0.993590229347416	11.5608196715802	NA	36	394
CRC1063LMX0A01001TUMD07000V2.fit.0.1_0.15.r2:1	0.915801582005988	4.42040507633283	NA	9	427
CRC1063PRX0B02001TUMD08000V2.fit.0.1_0.15.r2:1	0.99312360213908	2.23260177636958	NA	7	266
CRC1144LMX0A01001TUMD08000V2.fit.0.1_0.15.r2:1	0.988633889902634	9.51542422506967	NA	33	322
CRC1144PRX0B02002TUMD08000V2.fit.0.1_0.15.r2:1	0.96708083478157	5.79396422535579	NA	16	302
CRC1169LMX0A02001TUMD08000V2.fit.0.1_0.15.r2:1	0.978797868423626	21.8656551643812	NA	63	720
CRC1169PRX0A01001TUMD08000V2.fit.0.1_0.15.r2:1	0.966903392296954	14.5034818888096	NA	35	585
CRC1182LMX0A01001TUMD08000V2.fit.0.1_0.15.r2:1	0.967761966582408	7.51669148867267	NA	20	273
CRC1182PRX0A01001TUMD08000V2.fit.0.1_0.15.r2:1	0.991016610835598	3.69039023090901	NA	11	310
CRC1240LMX0A01001TUMD08000V2.fit.0.1_0.15.r2:1	0.984646027777857	10.1876968334786	NA	28	442
CRC1240PRX0B01001TUMD08000V2.fit.0.1_0.15.r2:1	0.966725734552161	1.01129339939208	NA	3	389
CRC1251LMX0A02001TUMD08000V2.fit.0.1_0.15.r2:1	0.985084554210037	4.42414971117126	NA	14	297
CRC1251PRX0A01001TUMD08000V2.fit.0.1_0.15.r2:1	0.955393993823261	4.41017629955558	NA	12	346
CRC1331LMX0A02005TUMD03000V2.fit.0.1_0.15.r2:1	0.985957972493746	8.17264140269265	NA	23	394
CRC1331PRX0A01001TUMD05000V2.fit.0.1_0.15.r2:1	0.989530149270653	9.40975862264004	NA	31	323
CRC1387LMX0A02001TUMD03000V2.fit.0.1_0.15.r2:1	0.998467869689872	1.92433975104184	NA	5	331
CRC1387PRX0B01001TUMD05000V2.fit.0.1_0.15.r2:1	0.992061560417694	1.82760827643754	NA	6	398
CRC1473LMX0B02002TUMD03000V2.fit.0.1_0.15.r2:1	0.949416422315029	4.21271460323557	NA	9	390
CRC1473PRX0B01001TUMD03000V2.fit.0.1_0.15.r2:1	0.902540887361708	3.16732378158937	NA	7	275
CRC1486LMX0B02002TUMD03000V2.fit.0.1_0.15.r2:1	0.996159829507432	6.85342924678141	NA	21	355
CRC1486PRX0A01001TUMD03000V2.fit.0.1_0.15.r2:1	0.998341115945897	2.07493587181791	NA	3	272
CRC1599LMX0A02001TUMD03000V2.fit.0.1_0.15.r2:1	0.985482558183488	5.15236479716703	NA	16	345
CRC1599PRX0A02002TUMD03000V2.fit.0.1_0.15.r2:1	0.979290116782791	3.39914241811473	NA	9	261
CRC1624LMX0B02001TUMD03000V2.fit.0.1_0.15.r2:1	0.997107734300857	14.5521806427882	NA	46	607
CRC1624PRX0B02001TUMD03000V2.fit.0.1_0.15.r2:1	0.932433616613523	3.474293737562	NA	10	443
CRC1673LMX0B02004TUMD03000V2.fit.0.1_0.15.r2:1	1	0.853846153846154	NA	2	38
CRC1673PRX0B02001TUMD03000V2.fit.0.1_0.15.r2:1	0.992164394830491	6.70313030173562	NA	21	482
CRC1824LMX0A02001TUMD03000V2.fit.0.1_0.15.r2:1	0.947486960952732	8.55522476673025	NA	21	467
CRC1824PRX0A02003TUMD03000V2.fit.0.1_0.15.r2:1	0.986672977683611	5.90562888689054	NA	16	476
CRC2790LMX0A02001TUMD03000V2.fit.0.1_0.15.r2:1	0.985812163377706	6.78358988423443	NA	19	323
CRC2790PRX0A02001TUMD03000V2.fit.0.1_0.15.r2:1	0.989655673441138	4.01149064771484	NA	10	314
CRC0053LMX0A02204TUMD07000V2.fit.0.1_0.2.r2:1	0.826342645593304	2.51774691847341	NA	9	206
CRC0053PRX0A01201TUMD05000V2.fit.0.1_0.2.r2:1	0.987679669452184	1.60375469528213	NA	6	213
CRC0065LMX0B02205TUMD02000V2.fit.0.1_0.2.r2:1	0.86455115969064	26.3033046590865	NA	78	481
CRC0065PRX0A01201TUMD03000V2.fit.0.1_0.2.r2:1	0.866612947890302	12.9653368347579	NA	46	394
CRC0071LMX0A02204TUMD09000V2.fit.0.1_0.2.r2:1	0.955521400800846	3.32466627689808	NA	14	266
CRC0071PRX0A01201TUMD06000V2.fit.0.1_0.2.r2:1	0.968599439330032	3.73639268648301	NA	16	241
CRC0094LMX0A02201TUMD05000V2.fit.0.1_0.2.r2:1	0.986115136469985	6.97962652813849	NA	29	370
CRC0094PRX0A01201TUMD06000V2.fit.0.1_0.2.r2:1	0.976835696255121	4.05630817297472	NA	13	203
CRC0333LMX0A02204TUMD07000V2.fit.0.1_0.2.r2:1	0.948185476267409	4.51986645222726	NA	20	373
CRC0333PRX0A01201TUMD07000V2.fit.0.1_0.2.r2:1	0.995182195329858	2.46080086772732	NA	10	313
CRC0440LMX0A02001TUMD08000V2.fit.0.1_0.2.r2:1	0.921996324195644	7.89373101803073	NA	24	369
CRC0440PRX0A01001TUMD12000V2.fit.0.1_0.2.r2:1	0.937687033513048	1.59518691524606	NA	3	57
CRC0449LMX0A01001TUMD08000V2.fit.0.1_0.2.r2:1	0.968426509651887	1.52373598826043	NA	8	198
CRC0449PRX0A01001TUMD11000V2.fit.0.1_0.2.r2:1	0.991917470440528	3.60472759844429	NA	18	274
CRC0468LMX0B02004TUMD07000V2.fit.0.1_0.2.r2:1	0.99591244001244	0.743693671361397	NA	3	237
CRC0468PRX0B01001TUMD08000V2.fit.0.1_0.2.r2:1	0.975858055381325	2.11100137298996	NA	12	272
CRC0481LMX0A02001TUMD08000V2.fit.0.1_0.2.r2:1	0.963694337215466	4.65660595295709	NA	17	186
CRC0481PRX0A01001TUMD08000V2.fit.0.1_0.2.r2:1	0.990601226896475	3.98028845920988	NA	20	192
CRC0498LMX0A02001TUMD08000V2.fit.0.1_0.2.r2:1	0.833974762803404	6.16664395490966	NA	25	296
CRC0498PRX0A01001TUMD08000V2.fit.0.1_0.2.r2:1	0.958371928480659	8.70095587234108	NA	33	301
CRC0549LMX0B02004TUMD10000V2.fit.0.1_0.2.r2:1	0.997266133293099	12.276156511367	NA	58	313
CRC0549PRX0A02004TUMD08000V2.fit.0.1_0.2.r2:1	0.967858806163958	2.71085406378464	NA	10	82
CRC0740LMX0A02001TUMD08000V2.fit.0.1_0.2.r2:1	0.991271946234848	3.5530175698372	NA	17	241
CRC0740PRX0A02001TUMD08000V2.fit.0.1_0.2.r2:1	0.991551112330028	14.0072897863378	NA	63	394
CRC1063LMX0A01001TUMD07000V2.fit.0.1_0.2.r2:1	0.916017397143202	10.1187175621806	NA	29	427
CRC1063PRX0B02001TUMD08000V2.fit.0.1_0.2.r2:1	0.953640992845292	2.91584437459521	NA	13	266
CRC1144LMX0A01001TUMD08000V2.fit.0.1_0.2.r2:1	0.969104821611704	15.6821607757544	NA	70	322
CRC1144PRX0B02002TUMD08000V2.fit.0.1_0.2.r2:1	0.911480936345028	13.4228038421714	NA	47	302
CRC1169LMX0A02001TUMD08000V2.fit.0.1_0.2.r2:1	0.961775939470647	38.4088003708306	NA	148	720
CRC1169PRX0A01001TUMD08000V2.fit.0.1_0.2.r2:1	0.945444962078296	25.0235222818349	NA	86	585
CRC1182LMX0A01001TUMD08000V2.fit.0.1_0.2.r2:1	0.978427832695692	10.8662715050655	NA	42	273
CRC1182PRX0A01001TUMD08000V2.fit.0.1_0.2.r2:1	0.958960478069825	4.9543157415645	NA	21	310
CRC1240LMX0A01001TUMD08000V2.fit.0.1_0.2.r2:1	0.993114076331231	9.22605747601841	NA	42	442
CRC1240PRX0B01001TUMD08000V2.fit.0.1_0.2.r2:1	0.887103702692834	1.73760376969774	NA	7	389
CRC1251LMX0A02001TUMD08000V2.fit.0.1_0.2.r2:1	0.979201411809579	5.59061316633213	NA	25	297
CRC1251PRX0A01001TUMD08000V2.fit.0.1_0.2.r2:1	0.944491334260392	7.13239891541675	NA	27	346
CRC1331LMX0A02005TUMD03000V2.fit.0.1_0.2.r2:1	0.951256137700801	16.8828160875452	NA	62	394
CRC1331PRX0A01001TUMD05000V2.fit.0.1_0.2.r2:1	0.98392189238825	11.2446362322013	NA	53	323
CRC1387LMX0A02001TUMD03000V2.fit.0.1_0.2.r2:1	0.996901245644855	1.87582803339841	NA	8	331
CRC1387PRX0B01001TUMD05000V2.fit.0.1_0.2.r2:1	0.995168065829177	1.82694255369189	NA	9	398
CRC1473LMX0B02002TUMD03000V2.fit.0.1_0.2.r2:1	0.947754472348866	8.26005613614257	NA	26	390
CRC1473PRX0B01001TUMD03000V2.fit.0.1_0.2.r2:1	0.964592496944372	5.05791518265623	NA	17	275
CRC1486LMX0B02002TUMD03000V2.fit.0.1_0.2.r2:1	0.983275607849772	7.40731273903597	NA	34	355
CRC1486PRX0A01001TUMD03000V2.fit.0.1_0.2.r2:1	0.896468532199207	6.33692604943738	NA	15	272
CRC1599LMX0A02001TUMD03000V2.fit.0.1_0.2.r2:1	0.938336689009523	10.8706524802381	NA	42	345
CRC1599PRX0A02002TUMD03000V2.fit.0.1_0.2.r2:1	0.952223320948162	7.08943724716292	NA	25	261
CRC1624LMX0B02001TUMD03000V2.fit.0.1_0.2.r2:1	0.995145807113675	16.887957186609	NA	78	607
CRC1624PRX0B02001TUMD03000V2.fit.0.1_0.2.r2:1	0.895386910637279	9.29356304152946	NA	32	443
CRC1673LMX0B02004TUMD03000V2.fit.0.1_0.2.r2:1	1	0.498876404494382	NA	2	38
CRC1673PRX0B02001TUMD03000V2.fit.0.1_0.2.r2:1	0.994452349765556	5.81351360914547	NA	29	482
CRC1824LMX0A02001TUMD03000V2.fit.0.1_0.2.r2:1	0.983871746306463	9.49883932984048	NA	37	467
CRC1824PRX0A02003TUMD03000V2.fit.0.1_0.2.r2:1	0.979589287627165	9.92321339617887	NA	38	476
CRC2790LMX0A02001TUMD03000V2.fit.0.1_0.2.r2:1	0.982411722561224	9.38068934252131	NA	38	323
CRC2790PRX0A02001TUMD03000V2.fit.0.1_0.2.r2:1	0.950932893980221	9.23649628778556	NA	31	314
CRC0053LMX0A02204TUMD07000V2.fit.0.1_0.24.r2:1	0.92607013502079	2.01937400423193	NA	9	206
CRC0053PRX0A01201TUMD05000V2.fit.0.1_0.24.r2:1	0.988129865119047	1.81309284387583	NA	8	213
CRC0065LMX0B02205TUMD02000V2.fit.0.1_0.24.r2:1	0.875757455197365	45.0440302977109	NA	142	481
CRC0065PRX0A01201TUMD03000V2.fit.0.1_0.24.r2:1	0.87540134422393	21.3323268867089	NA	79	394
CRC0071LMX0A02204TUMD09000V2.fit.0.1_0.24.r2:1	0.924377436210186	4.61009652146651	NA	21	266
CRC0071PRX0A01201TUMD06000V2.fit.0.1_0.24.r2:1	0.981368349955282	3.77370910659446	NA	19	241
CRC0094LMX0A02201TUMD05000V2.fit.0.1_0.24.r2:1	0.984529803500252	8.23692850547566	NA	39	370
CRC0094PRX0A01201TUMD06000V2.fit.0.1_0.24.r2:1	0.980134504507356	4.33912664352356	NA	17	203
CRC0333LMX0A02204TUMD07000V2.fit.0.1_0.24.r2:1	0.954621936288417	5.22849602498054	NA	26	373
CRC0333PRX0A01201TUMD07000V2.fit.0.1_0.24.r2:1	0.958197805021336	3.64437985031679	NA	16	313
CRC0440LMX0A02001TUMD08000V2.fit.0.1_0.24.r2:1	0.892390967844654	14.226861330307	NA	46	369
CRC0440PRX0A01001TUMD12000V2.fit.0.1_0.24.r2:1	0.998361977213632	1.05650623997988	NA	3	57
CRC0449LMX0A01001TUMD08000V2.fit.0.1_0.24.r2:1	0.883769743467018	2.91298296710147	NA	15	198
CRC0449PRX0A01001TUMD11000V2.fit.0.1_0.24.r2:1	0.989616129911173	3.87661578174624	NA	22	274
CRC0468LMX0B02004TUMD07000V2.fit.0.1_0.24.r2:1	0.99189439791572	0.584744714281161	NA	3	237
CRC0468PRX0B01001TUMD08000V2.fit.0.1_0.24.r2:1	0.977977979880721	2.81639743424678	NA	17	272
CRC0481LMX0A02001TUMD08000V2.fit.0.1_0.24.r2:1	0.984533710587737	3.8346416733495	NA	18	186
CRC0481PRX0A01001TUMD08000V2.fit.0.1_0.24.r2:1	0.977034444388363	4.91867846959321	NA	27	192
CRC0498LMX0A02001TUMD08000V2.fit.0.1_0.24.r2:1	0.825350299784452	10.8231163500499	NA	44	296
CRC0498PRX0A01001TUMD08000V2.fit.0.1_0.24.r2:1	0.971691109052659	9.41083196177368	NA	42	301
CRC0549LMX0B02004TUMD10000V2.fit.0.1_0.24.r2:1	0.998514938059504	11.9850477364644	NA	67	313
CRC0549PRX0A02004TUMD08000V2.fit.0.1_0.24.r2:1	0.954067743122085	2.00401320675684	NA	10	82
CRC0740LMX0A02001TUMD08000V2.fit.0.1_0.24.r2:1	0.872172026458604	8.25224561386341	NA	37	241
CRC0740PRX0A02001TUMD08000V2.fit.0.1_0.24.r2:1	0.97575541070367	17.7897139163328	NA	88	394
CRC1063LMX0A01001TUMD07000V2.fit.0.1_0.24.r2:1	0.898445532069732	19.0543549899494	NA	58	427
CRC1063PRX0B02001TUMD08000V2.fit.0.1_0.24.r2:1	0.971718854486397	2.87755669562125	NA	15	266
CRC1144LMX0A01001TUMD08000V2.fit.0.1_0.24.r2:1	0.959456782394163	19.2538023917553	NA	95	322
CRC1144PRX0B02002TUMD08000V2.fit.0.1_0.24.r2:1	0.917002347630721	18.7106057582942	NA	72	302
CRC1169LMX0A02001TUMD08000V2.fit.0.1_0.24.r2:1	0.939412748665372	55.0709333269965	NA	230	720
CRC1169PRX0A01001TUMD08000V2.fit.0.1_0.24.r2:1	0.933786963894998	36.2691373024831	NA	137	585
CRC1182LMX0A01001TUMD08000V2.fit.0.1_0.24.r2:1	0.977931867132534	12.8187875325757	NA	57	273
CRC1182PRX0A01001TUMD08000V2.fit.0.1_0.24.r2:1	0.918069220459684	7.32095070223729	NA	33	310
CRC1240LMX0A01001TUMD08000V2.fit.0.1_0.24.r2:1	0.991796694021152	8.4644777343324	NA	47	442
CRC1240PRX0B01001TUMD08000V2.fit.0.1_0.24.r2:1	0.846654836410525	2.85483705384894	NA	12	389
CRC1251LMX0A02001TUMD08000V2.fit.0.1_0.24.r2:1	0.894713576498954	9.96107365250447	NA	45	297
CRC1251PRX0A01001TUMD08000V2.fit.0.1_0.24.r2:1	0.899563940590576	11.5327940540872	NA	46	346
CRC1331LMX0A02005TUMD03000V2.fit.0.1_0.24.r2:1	0.929754476426441	23.8767860392702	NA	96	394
CRC1331PRX0A01001TUMD05000V2.fit.0.1_0.24.r2:1	0.927413105161436	17.9016829306165	NA	87	323
CRC1387LMX0A02001TUMD03000V2.fit.0.1_0.24.r2:1	0.969956191922067	2.50747629371804	NA	12	331
CRC1387PRX0B01001TUMD05000V2.fit.0.1_0.24.r2:1	0.948736082163132	2.69766359071312	NA	14	398
CRC1473LMX0B02002TUMD03000V2.fit.0.1_0.24.r2:1	0.842056678605984	20.7481393294337	NA	64	390
CRC1473PRX0B01001TUMD03000V2.fit.0.1_0.24.r2:1	0.913692009371269	9.36950587634288	NA	33	275
CRC1486LMX0B02002TUMD03000V2.fit.0.1_0.24.r2:1	0.961602489781777	9.59416401436626	NA	48	355
CRC1486PRX0A01001TUMD03000V2.fit.0.1_0.24.r2:1	0.951563709364783	7.00221422531762	NA	21	272
CRC1599LMX0A02001TUMD03000V2.fit.0.1_0.24.r2:1	0.91223597421637	16.5614687164203	NA	68	345
CRC1599PRX0A02002TUMD03000V2.fit.0.1_0.24.r2:1	0.929582176952129	10.6882394738092	NA	41	261
CRC1624LMX0B02001TUMD03000V2.fit.0.1_0.24.r2:1	0.976207495597887	21.8482016178714	NA	110	607
CRC1624PRX0B02001TUMD03000V2.fit.0.1_0.24.r2:1	0.870332743380231	16.9355232086247	NA	60	443
CRC1673LMX0B02004TUMD03000V2.fit.0.1_0.24.r2:1	1	0.413023255813953	NA	2	38
CRC1673PRX0B02001TUMD03000V2.fit.0.1_0.24.r2:1	0.91089656273923	11.5838440512018	NA	56	482
CRC1824LMX0A02001TUMD03000V2.fit.0.1_0.24.r2:1	0.946639285972081	13.9903693928935	NA	59	467
CRC1824PRX0A02003TUMD03000V2.fit.0.1_0.24.r2:1	0.98048863768328	11.5101115441484	NA	51	476
CRC2790LMX0A02001TUMD03000V2.fit.0.1_0.24.r2:1	0.960404708506379	12.8822375241374	NA	57	323
CRC2790PRX0A02001TUMD03000V2.fit.0.1_0.24.r2:1	0.930948627890886	13.8507002554038	NA	51	314
CRC0053LMX0A02204TUMD07000V2.fit.0.1_0.3.r2:1	0.912268192557364	2.95403764960644	NA	14	206
CRC0053PRX0A01201TUMD05000V2.fit.0.1_0.3.r2:1	0.871924330185576	3.62571990414381	NA	16	213
CRC0065LMX0B02205TUMD02000V2.fit.0.1_0.3.r2:1	0.916802580775781	59.9946120863591	NA	213	481
CRC0065PRX0A01201TUMD03000V2.fit.0.1_0.3.r2:1	0.883733211485912	33.4548674825057	NA	130	394
CRC0071LMX0A02204TUMD09000V2.fit.0.1_0.3.r2:1	0.811185008725282	9.81450184788562	NA	43	266
CRC0071PRX0A01201TUMD06000V2.fit.0.1_0.3.r2:1	0.88830610775581	6.79213515544999	NA	34	241
CRC0094LMX0A02201TUMD05000V2.fit.0.1_0.3.r2:1	0.976963408873916	9.65328928962401	NA	51	370
CRC0094PRX0A01201TUMD06000V2.fit.0.1_0.3.r2:1	0.957365936236757	5.74027505255015	NA	25	203
CRC0333LMX0A02204TUMD07000V2.fit.0.1_0.3.r2:1	0.835846816260792	10.5922454607949	NA	51	373
CRC0333PRX0A01201TUMD07000V2.fit.0.1_0.3.r2:1	0.827387216809424	7.04442445250208	NA	31	313
CRC0440LMX0A02001TUMD08000V2.fit.0.1_0.3.r2:1	0.819063894298548	31.5076117329291	NA	101	369
CRC0440PRX0A01001TUMD12000V2.fit.0.1_0.3.r2:1	0.986911887872656	0.75793374722632	NA	3	57
CRC0449LMX0A01001TUMD08000V2.fit.0.1_0.3.r2:1	0.712030296747653	7.69793371126011	NA	36	198
CRC0449PRX0A01001TUMD11000V2.fit.0.1_0.3.r2:1	0.937028554131684	5.87485406889347	NA	34	274
CRC0468LMX0B02004TUMD07000V2.fit.0.1_0.3.r2:1	0.687522991967051	2.70462573289034	NA	12	237
CRC0468PRX0B01001TUMD08000V2.fit.0.1_0.3.r2:1	0.859308332221648	5.49180507585268	NA	32	272
CRC0481LMX0A02001TUMD08000V2.fit.0.1_0.3.r2:1	0.964845348764457	5.68398028124816	NA	28	186
CRC0481PRX0A01001TUMD08000V2.fit.0.1_0.3.r2:1	0.91663693605798	7.73307724514837	NA	43	192
CRC0498LMX0A02001TUMD08000V2.fit.0.1_0.3.r2:1	0.834012966765626	18.345562021365	NA	75	296
CRC0498PRX0A01001TUMD08000V2.fit.0.1_0.3.r2:1	0.959502072166705	12.0756373443375	NA	59	301
CRC0549LMX0B02004TUMD10000V2.fit.0.1_0.3.r2:1	0.995502286420988	13.3829688702245	NA	83	313
CRC0549PRX0A02004TUMD08000V2.fit.0.1_0.3.r2:1	0.958746517188408	1.82196819546563	NA	11	82
CRC0740LMX0A02001TUMD08000V2.fit.0.1_0.3.r2:1	0.789009026285396	17.2489222862635	NA	74	241
CRC0740PRX0A02001TUMD08000V2.fit.0.1_0.3.r2:1	0.947522461593724	24.1908089369571	NA	127	394
CRC1063LMX0A01001TUMD07000V2.fit.0.1_0.3.r2:1	0.899371698490565	31.3944317546409	NA	103	427
CRC1063PRX0B02001TUMD08000V2.fit.0.1_0.3.r2:1	0.912134730051476	4.23686743883717	NA	23	266
CRC1144LMX0A01001TUMD08000V2.fit.0.1_0.3.r2:1	0.933162442918253	26.7550801517369	NA	139	322
CRC1144PRX0B02002TUMD08000V2.fit.0.1_0.3.r2:1	0.904720334562709	29.1333701595705	NA	118	302
CRC1169LMX0A02001TUMD08000V2.fit.0.1_0.3.r2:1	0.951454059163943	64.2234049240148	NA	302	720
CRC1169PRX0A01001TUMD08000V2.fit.0.1_0.3.r2:1	0.938432464698875	47.2366622939136	NA	198	585
CRC1182LMX0A01001TUMD08000V2.fit.0.1_0.3.r2:1	0.979011767399943	14.704756233245	NA	74	273
CRC1182PRX0A01001TUMD08000V2.fit.0.1_0.3.r2:1	0.843698380625828	13.3956451771579	NA	60	310
CRC1240LMX0A01001TUMD08000V2.fit.0.1_0.3.r2:1	0.994905809186925	9.36160441199071	NA	58	442
CRC1240PRX0B01001TUMD08000V2.fit.0.1_0.3.r2:1	0.843697796934592	4.35184059929316	NA	19	389
CRC1251LMX0A02001TUMD08000V2.fit.0.1_0.3.r2:1	0.848450536423445	17.2992389791955	NA	78	297
CRC1251PRX0A01001TUMD08000V2.fit.0.1_0.3.r2:1	0.866139836557624	19.3001398365265	NA	79	346
CRC1331LMX0A02005TUMD03000V2.fit.0.1_0.3.r2:1	0.914049016350546	34.4702850936952	NA	148	394
CRC1331PRX0A01001TUMD05000V2.fit.0.1_0.3.r2:1	0.898610610000221	25.9121174955338	NA	131	323
CRC1387LMX0A02001TUMD03000V2.fit.0.1_0.3.r2:1	0.864622088358125	4.21946787310487	NA	21	331
CRC1387PRX0B01001TUMD05000V2.fit.0.1_0.3.r2:1	0.810083100602044	5.60663149193178	NA	28	398
CRC1473LMX0B02002TUMD03000V2.fit.0.1_0.3.r2:1	0.856613012778635	36.3211235372094	NA	117	390
CRC1473PRX0B01001TUMD03000V2.fit.0.1_0.3.r2:1	0.890266010463017	14.9476845865827	NA	56	275
CRC1486LMX0B02002TUMD03000V2.fit.0.1_0.3.r2:1	0.874191908582427	17.12722433985	NA	85	355
CRC1486PRX0A01001TUMD03000V2.fit.0.1_0.3.r2:1	0.910584276812194	11.524870963649	NA	38	272
CRC1599LMX0A02001TUMD03000V2.fit.0.1_0.3.r2:1	0.885620250068275	26.6702274812839	NA	113	345
CRC1599PRX0A02002TUMD03000V2.fit.0.1_0.3.r2:1	0.89570072401223	17.4824650521184	NA	70	261
CRC1624LMX0B02001TUMD03000V2.fit.0.1_0.3.r2:1	0.934143841650548	31.9211843715233	NA	167	607
CRC1624PRX0B02001TUMD03000V2.fit.0.1_0.3.r2:1	0.827734443846121	37.2860394019668	NA	128	443
CRC1673LMX0B02004TUMD03000V2.fit.0.1_0.3.r2:1	1	0.352380952380952	NA	2	38
CRC1673PRX0B02001TUMD03000V2.fit.0.1_0.3.r2:1	0.774962963247187	25.5622416294666	NA	117	482
CRC1824LMX0A02001TUMD03000V2.fit.0.1_0.3.r2:1	0.868990775919094	25.1426561612344	NA	107	467
CRC1824PRX0A02003TUMD03000V2.fit.0.1_0.3.r2:1	0.894264937006108	21.1946546279057	NA	94	476
CRC2790LMX0A02001TUMD03000V2.fit.0.1_0.3.r2:1	0.927107999856358	18.5613506243531	NA	87	323
CRC2790PRX0A02001TUMD03000V2.fit.0.1_0.3.r2:1	0.913158300755349	20.380096070525	NA	81	314
CRC0053LMX0A02204TUMD07000V2.fit.0.1_0.5.r2:1	0.578327635934838	24.435690204735	NA	89	206
CRC0053PRX0A01201TUMD05000V2.fit.0.1_0.5.r2:1	0.580411427576742	25.9281788810222	NA	91	213
CRC0065LMX0B02205TUMD02000V2.fit.0.1_0.5.r2:1	0.951796048477516	80.5694187201528	NA	352	481
CRC0065PRX0A01201TUMD03000V2.fit.0.1_0.5.r2:1	0.92054440852704	53.2684299764255	NA	236	394
CRC0071LMX0A02204TUMD09000V2.fit.0.1_0.5.r2:1	0.750699240415667	37.6947615469535	NA	144	266
CRC0071PRX0A01201TUMD06000V2.fit.0.1_0.5.r2:1	0.742670989359708	27.7006329366859	NA	119	241
CRC0094LMX0A02201TUMD05000V2.fit.0.1_0.5.r2:1	0.650604719442264	38.3688938786369	NA	184	370
CRC0094PRX0A01201TUMD06000V2.fit.0.1_0.5.r2:1	0.655405473688003	26.6352608685115	NA	104	203
CRC0333LMX0A02204TUMD07000V2.fit.0.1_0.5.r2:1	0.698713301981995	49.1586749229084	NA	196	373
CRC0333PRX0A01201TUMD07000V2.fit.0.1_0.5.r2:1	0.656208293856146	52.9131734169937	NA	174	313
CRC0440LMX0A02001TUMD08000V2.fit.0.1_0.5.r2:1	0.895278909768832	64.3248288192923	NA	228	369
CRC0440PRX0A01001TUMD12000V2.fit.0.1_0.5.r2:1	0.389139606934652	7.646814232459	NA	28	57
CRC0449LMX0A01001TUMD08000V2.fit.0.1_0.5.r2:1	0.762056041357929	25.7101540513745	NA	104	198
